Name;NO;STA_AWAL;STA_AKHIR;PANJANG;Fungsi;Kondisi;Tp_Perkera;Lebar_STA
DURENAN I;478;0+000;0+100;1724,81797066000;Jalan Lokal Primer;baik;aspal;6
DURENAN I;479;0+100;0+200;1724,81797066000;Jalan Lokal Primer;sedang;aspal;6
DURENAN I;480;0+200;0+300;1724,81797066000;Jalan Lokal Primer;RR;aspal;6
DURENAN I;481;0+300;0+400;1724,81797066000;Jalan Lokal Primer;RB;aspal;6
DURENAN I;482;0+400;0+500;1724,81797066000;Jalan Lokal Primer;baik;aspal;6
DURENAN I;483;0+500;0+600;1724,81797066000;Jalan Lokal Primer;sedang;aspal;6
DURENAN I;484;0+600;0+700;1724,81797066000;Jalan Lokal Primer;RR;aspal;6
DURENAN I;485;0+700;0+800;1724,81797066000;Jalan Lokal Primer;RB;aspal;6
DURENAN I;486;0+800;0+900;1724,81797066000;Jalan Lokal Primer;baik;aspal;6
DURENAN I;487;0+900;1+000;1724,81797066000;Jalan Lokal Primer;sedang;aspal;6
DURENAN I;488;1+000;1+100;1724,81797066000;Jalan Lokal Primer;RR;aspal;6
DURENAN I;489;1+100;1+200;1724,81797066000;Jalan Lokal Primer;RB;aspal;6
DURENAN I;490;1+200;1+300;1724,81797066000;Jalan Lokal Primer;baik;aspal;6
DURENAN I;491;1+300;1+400;1724,81797066000;Jalan Lokal Primer;sedang;aspal;6
DURENAN I;492;1+400;1+500;1724,81797066000;Jalan Lokal Primer;RR;beton;6
DURENAN I;493;1+500;1+600;1724,81797066000;Jalan Lokal Primer;RB;beton;6
DURENAN I;494;1+600;1+700;1724,81797066000;Jalan Lokal Primer;baik;beton;6
DURENAN I;495;1+700;1+724;1724,81797066000;Jalan Lokal Primer;sedang;beton;6
DURENAN II;496;0+000;0+100;1438,79413866000;Jalan Lokal Primer;RR;beton;6
DURENAN II;497;0+100;0+200;1438,79413866000;Jalan Lokal Primer;RB;beton;6
DURENAN II;498;0+200;0+300;1438,79413866000;Jalan Lokal Primer;baik;beton;6
DURENAN II;499;0+300;0+400;1438,79413866000;Jalan Lokal Primer;sedang;beton;6
DURENAN II;500;0+400;0+500;1438,79413866000;Jalan Lokal Primer;RR;beton;6
DURENAN II;501;0+500;0+600;1438,79413866000;Jalan Lokal Primer;RB;beton;6
DURENAN II;502;0+600;0+700;1438,79413866000;Jalan Lokal Primer;baik;beton;6
DURENAN II;503;0+700;0+800;1438,79413866000;Jalan Lokal Primer;sedang;beton;6
DURENAN II;504;0+800;0+900;1438,79413866000;Jalan Lokal Primer;RR;beton;6
DURENAN II;505;0+900;1+000;1438,79413866000;Jalan Lokal Primer;RB;beton;6
DURENAN II;506;1+000;1+100;1438,79413866000;Jalan Lokal Primer;baik;beton;6
DURENAN II;507;1+100;1+200;1438,79413866000;Jalan Lokal Primer;sedang;beton;6
DURENAN II;508;1+200;1+300;1438,79413866000;Jalan Lokal Primer;RR;beton;6
DURENAN II;509;1+300;1+400;1438,79413866000;Jalan Lokal Primer;RB;beton;6
DURENAN II;510;1+400;1+438;1438,79413866000;Jalan Lokal Primer;baik;beton;6
GADING;1124;0+000;0+100;1831,74033465000;Jalan Lokal Primer;sedang;beton;6
GADING;1125;0+100;0+200;1831,74033465000;Jalan Lokal Primer;RR;beton;6
GADING;1126;0+200;0+300;1831,74033465000;Jalan Lokal Primer;RB;beton;6
GADING;1127;0+300;0+400;1831,74033465000;Jalan Lokal Primer;baik;beton;6
GADING;1128;0+400;0+500;1831,74033465000;Jalan Lokal Primer;sedang;beton;6
GADING;1129;0+500;0+600;1831,74033465000;Jalan Lokal Primer;RR;beton;6
GADING;1130;0+600;0+700;1831,74033465000;Jalan Lokal Primer;RB;beton;6
GADING;1131;0+700;0+800;1831,74033465000;Jalan Lokal Primer;baik;beton;6
GADING;1132;0+800;0+900;1831,74033465000;Jalan Lokal Primer;sedang;beton;6
GADING;1133;0+900;1+000;1831,74033465000;Jalan Lokal Primer;RR;beton;6
GADING;1134;1+000;1+100;1831,74033465000;Jalan Lokal Primer;RB;beton;6
GADING;1135;1+100;1+200;1831,74033465000;Jalan Lokal Primer;baik;beton;6
GADING;1136;1+200;1+300;1831,74033465000;Jalan Lokal Primer;sedang;beton;6
GADING;1137;1+300;1+400;1831,74033465000;Jalan Lokal Primer;RR;beton;6
GADING;1138;1+400;1+500;1831,74033465000;Jalan Lokal Primer;RB;beton;6
GADING;1139;1+500;1+600;1831,74033465000;Jalan Lokal Primer;baik;beton;6
GADING;1140;1+600;1+700;1831,74033465000;Jalan Lokal Primer;sedang;beton;6
GADING;1141;1+700;1+800;1831,74033465000;Jalan Lokal Primer;RR;beton;6
GADING;1142;1+800;1+831;1831,74033465000;Jalan Lokal Primer;RB;beton;6
GANDUL;774;0+000;0+100;1989,87877603000;Jalan Lokal Primer;baik;beton;6
GANDUL;775;0+100;0+200;1989,87877603000;Jalan Lokal Primer;sedang;beton;6
GANDUL;776;0+200;0+300;1989,87877603000;Jalan Lokal Primer;RR;beton;6
GANDUL;777;0+300;0+400;1989,87877603000;Jalan Lokal Primer;RB;beton;6
GANDUL;778;0+400;0+500;1989,87877603000;Jalan Lokal Primer;baik;beton;6
GANDUL;779;0+500;0+600;1989,87877603000;Jalan Lokal Primer;sedang;beton;6
GANDUL;780;0+600;0+700;1989,87877603000;Jalan Lokal Primer;RR;beton;6
GANDUL;781;0+700;0+800;1989,87877603000;Jalan Lokal Primer;RB;beton;6
GANDUL;782;0+800;0+900;1989,87877603000;Jalan Lokal Primer;baik;beton;6
GANDUL;783;0+900;1+000;1989,87877603000;Jalan Lokal Primer;sedang;beton;6
GANDUL;784;1+000;1+100;1989,87877603000;Jalan Lokal Primer;RR;beton;6
GANDUL;785;1+100;1+200;1989,87877603000;Jalan Lokal Primer;RB;beton;6
GANDUL;786;1+200;1+300;1989,87877603000;Jalan Lokal Primer;baik;beton;6
GANDUL;787;1+300;1+400;1989,87877603000;Jalan Lokal Primer;sedang;beton;6
GANDUL;788;1+400;1+500;1989,87877603000;Jalan Lokal Primer;RR;beton;6
GANDUL;789;1+500;1+600;1989,87877603000;Jalan Lokal Primer;RB;beton;6
GANDUL;790;1+600;1+700;1989,87877603000;Jalan Lokal Primer;baik;beton;6
GANDUL;791;1+700;1+800;1989,87877603000;Jalan Lokal Primer;sedang;beton;6
GANDUL;792;1+800;1+900;1989,87877603000;Jalan Lokal Primer;RR;beton;6
GANDUL;793;1+900;1+989;1989,87877603000;Jalan Lokal Primer;RB;beton;6
GARON;1165;0+000;0+100;1530,03250839000;Jalan Lokal Primer;baik;beton;6
GARON;1166;0+100;0+200;1530,03250839000;Jalan Lokal Primer;sedang;beton;6
GARON;1167;0+200;0+300;1530,03250839000;Jalan Lokal Primer;RR;beton;6
GARON;1168;0+300;0+400;1530,03250839000;Jalan Lokal Primer;RB;beton;6
GARON;1169;0+400;0+500;1530,03250839000;Jalan Lokal Primer;baik;beton;6
GARON;1170;0+500;0+600;1530,03250839000;Jalan Lokal Primer;sedang;beton;6
GARON;1171;0+600;0+700;1530,03250839000;Jalan Lokal Primer;RR;beton;6
GARON;1172;0+700;0+800;1530,03250839000;Jalan Lokal Primer;RB;beton;6
GARON;1173;0+800;0+900;1530,03250839000;Jalan Lokal Primer;baik;beton;6
GARON;1174;0+900;1+000;1530,03250839000;Jalan Lokal Primer;sedang;beton;6
GARON;1175;1+000;1+100;1530,03250839000;Jalan Lokal Primer;RR;beton;6
GARON;1176;1+100;1+200;1530,03250839000;Jalan Lokal Primer;RB;beton;6
GARON;1177;1+200;1+300;1530,03250839000;Jalan Lokal Primer;baik;beton;6
GARON;1178;1+300;1+400;1530,03250839000;Jalan Lokal Primer;sedang;beton;6
GARON;1179;1+400;1+500;1530,03250839000;Jalan Lokal Primer;RR;beton;6
GARON;1180;1+500;1+530;1530,03250839000;Jalan Lokal Primer;RB;beton;6
GEGER;1157;0+000;0+100;784,99704436400;Jalan Lokal Primer;baik;beton;6
GEGER;1158;0+100;0+200;784,99704436400;Jalan Lokal Primer;sedang;beton;6
GEGER;1159;0+200;0+300;784,99704436400;Jalan Lokal Primer;RR;beton;6
GEGER;1160;0+300;0+400;784,99704436400;Jalan Lokal Primer;RB;beton;6
GEGER;1161;0+400;0+500;784,99704436400;Jalan Lokal Primer;baik;beton;6
GEGER;1162;0+500;0+600;784,99704436400;Jalan Lokal Primer;sedang;beton;6
GEGER;1163;0+600;0+700;784,99704436400;Jalan Lokal Primer;RR;beton;6
GEGER;1164;0+700;0+784;784,99704436400;Jalan Lokal Primer;RB;beton;6
GROBOGAN;22;0+000;0+100;751,74012790700;Jalan Lokal Primer;baik;beton;6
GROBOGAN;23;0+100;0+200;751,74012790700;Jalan Lokal Primer;sedang;beton;6
GROBOGAN;24;0+200;0+300;751,74012790700;Jalan Lokal Primer;RR;beton;6
GROBOGAN;25;0+300;0+400;751,74012790700;Jalan Lokal Primer;RB;beton;6
GROBOGAN;26;0+400;0+500;751,74012790700;Jalan Lokal Primer;baik;beton;6
GROBOGAN;27;0+500;0+600;751,74012790700;Jalan Lokal Primer;sedang;beton;6
GROBOGAN;28;0+600;0+700;751,74012790700;Jalan Lokal Primer;RR;beton;6
GROBOGAN;29;0+700;0+751;751,74012790700;Jalan Lokal Primer;RB;beton;6
JERUK GULUNG;1181;0+000;0+100;1206,50277613000;Jalan Lokal Primer;baik;beton;6
JERUK GULUNG;1182;0+100;0+200;1206,50277613000;Jalan Lokal Primer;sedang;beton;6
JERUK GULUNG;1183;0+200;0+300;1206,50277613000;Jalan Lokal Primer;RR;beton;6
JERUK GULUNG;1184;0+300;0+400;1206,50277613000;Jalan Lokal Primer;RB;beton;6
JERUK GULUNG;1185;0+400;0+500;1206,50277613000;Jalan Lokal Primer;baik;beton;6
JERUK GULUNG;1186;0+500;0+600;1206,50277613000;Jalan Lokal Primer;sedang;beton;6
JERUK GULUNG;1187;0+600;0+700;1206,50277613000;Jalan Lokal Primer;RR;beton;6
JERUK GULUNG;1188;0+700;0+800;1206,50277613000;Jalan Lokal Primer;RB;beton;6
JERUK GULUNG;1189;0+800;0+900;1206,50277613000;Jalan Lokal Primer;baik;beton;6
JERUK GULUNG;1190;0+900;1+000;1206,50277613000;Jalan Lokal Primer;sedang;beton;6
JERUK GULUNG;1191;1+000;1+100;1206,50277613000;Jalan Lokal Primer;RR;beton;6
JERUK GULUNG;1192;1+100;1+200;1206,50277613000;Jalan Lokal Primer;RB;beton;6
JERUK GULUNG;1193;1+200;1+200;1206,50277613000;Jalan Lokal Primer;baik;beton;6
JOGODAYUH;89;0+000;0+100;1743,95033786000;Jalan Lokal Primer;sedang;beton;6
JOGODAYUH;90;0+100;0+200;1743,95033786000;Jalan Lokal Primer;RR;beton;6
JOGODAYUH;91;0+200;0+300;1743,95033786000;Jalan Lokal Primer;RB;beton;6
JOGODAYUH;92;0+300;0+400;1743,95033786000;Jalan Lokal Primer;baik;beton;6
JOGODAYUH;93;0+400;0+500;1743,95033786000;Jalan Lokal Primer;sedang;beton;6
JOGODAYUH;94;0+500;0+600;1743,95033786000;Jalan Lokal Primer;RR;beton;6
JOGODAYUH;95;0+600;0+700;1743,95033786000;Jalan Lokal Primer;RB;beton;6
JOGODAYUH;96;0+700;0+800;1743,95033786000;Jalan Lokal Primer;baik;beton;6
JOGODAYUH;97;0+800;0+900;1743,95033786000;Jalan Lokal Primer;sedang;beton;6
JOGODAYUH;98;0+900;1+000;1743,95033786000;Jalan Lokal Primer;RR;beton;6
JOGODAYUH;99;1+000;1+100;1743,95033786000;Jalan Lokal Primer;RB;beton;6
JOGODAYUH;100;1+100;1+200;1743,95033786000;Jalan Lokal Primer;baik;beton;6
JOGODAYUH;101;1+200;1+300;1743,95033786000;Jalan Lokal Primer;sedang;beton;6
JOGODAYUH;102;1+300;1+400;1743,95033786000;Jalan Lokal Primer;RR;beton;6
JOGODAYUH;103;1+400;1+500;1743,95033786000;Jalan Lokal Primer;RB;beton;6
JOGODAYUH;104;1+500;1+600;1743,95033786000;Jalan Lokal Primer;baik;beton;6
JOGODAYUH;105;1+600;1+700;1743,95033786000;Jalan Lokal Primer;sedang;beton;6
JOGODAYUH;106;1+700;1+743;1743,95033786000;Jalan Lokal Primer;RR;beton;6
JOHO;288;0+000;0+100;1570,64467764000;Jalan Lokal Primer;RB;beton;6
JOHO;289;0+100;0+200;1570,64467764000;Jalan Lokal Primer;baik;beton;6
JOHO;290;0+200;0+300;1570,64467764000;Jalan Lokal Primer;sedang;beton;6
JOHO;291;0+300;0+400;1570,64467764000;Jalan Lokal Primer;RR;beton;6
JOHO;292;0+400;0+500;1570,64467764000;Jalan Lokal Primer;RB;beton;6
JOHO;293;0+500;0+600;1570,64467764000;Jalan Lokal Primer;baik;beton;6
JOHO;294;0+600;0+700;1570,64467764000;Jalan Lokal Primer;sedang;beton;6
JOHO;295;0+700;0+800;1570,64467764000;Jalan Lokal Primer;RR;beton;6
JOHO;296;0+800;0+900;1570,64467764000;Jalan Lokal Primer;RB;beton;6
JOHO;297;0+900;1+000;1570,64467764000;Jalan Lokal Primer;baik;beton;6
JOHO;298;1+000;1+100;1570,64467764000;Jalan Lokal Primer;sedang;beton;6
JOHO;299;1+100;1+200;1570,64467764000;Jalan Lokal Primer;RR;beton;6
JOHO;300;1+200;1+300;1570,64467764000;Jalan Lokal Primer;RB;beton;6
JOHO;301;1+300;1+400;1570,64467764000;Jalan Lokal Primer;baik;beton;6
JOHO;302;1+400;1+500;1570,64467764000;Jalan Lokal Primer;sedang;beton;6
JOHO;303;1+500;1+570;1570,64467764000;Jalan Lokal Primer;RR;beton;6
KAJANG;17;0+300;0+400;492,94592129600;Jalan Lokal Primer;RB;beton;6
KAJANG;18;0+000;0+100;492,94592129600;Jalan Lokal Primer;baik;beton;6
KAJANG;19;0+100;0+200;492,94592129600;Jalan Lokal Primer;sedang;beton;6
KAJANG;20;0+200;0+300;492,94592129600;Jalan Lokal Primer;RR;beton;6
KAJANG;21;0+400;0+400;492,94592129600;Jalan Lokal Primer;RB;beton;6
KALIABU;859;0+000;0+100;1165,34913192000;Jalan Lokal Primer;baik;beton;6
KALIABU;860;0+100;0+200;1165,34913192000;Jalan Lokal Primer;sedang;beton;6
KALIABU;861;0+200;0+300;1165,34913192000;Jalan Lokal Primer;RR;beton;6
KALIABU;862;0+300;0+400;1165,34913192000;Jalan Lokal Primer;RB;beton;6
KALIABU;863;0+400;0+500;1165,34913192000;Jalan Lokal Primer;baik;beton;6
KALIABU;864;0+500;0+600;1165,34913192000;Jalan Lokal Primer;sedang;beton;6
KALIABU;865;0+600;0+700;1165,34913192000;Jalan Lokal Primer;RR;beton;6
KALIABU;866;0+700;0+800;1165,34913192000;Jalan Lokal Primer;RB;beton;6
KALIABU;867;0+800;0+900;1165,34913192000;Jalan Lokal Primer;baik;beton;6
KALIABU;868;0+900;1+000;1165,34913192000;Jalan Lokal Primer;sedang;beton;6
KALIABU;869;1+000;1+100;1165,34913192000;Jalan Lokal Primer;RR;beton;6
KALIABU;870;1+100;1+165;1165,34913192000;Jalan Lokal Primer;RB;beton;6
KALIGUNTING;871;0+000;0+100;2056,67945421000;Jalan Lokal Primer;baik;beton;6
KALIGUNTING;872;0+100;0+200;2056,67945421000;Jalan Lokal Primer;sedang;beton;6
KALIGUNTING;873;0+200;0+300;2056,67945421000;Jalan Lokal Primer;RR;beton;6
KALIGUNTING;874;0+300;0+400;2056,67945421000;Jalan Lokal Primer;RB;beton;6
KALIGUNTING;875;0+400;0+500;2056,67945421000;Jalan Lokal Primer;baik;beton;6
KALIGUNTING;876;0+500;0+600;2056,67945421000;Jalan Lokal Primer;sedang;beton;6
KALIGUNTING;877;0+600;0+700;2056,67945421000;Jalan Lokal Primer;RR;beton;6
KALIGUNTING;878;0+700;0+800;2056,67945421000;Jalan Lokal Primer;RB;beton;6
KALIGUNTING;879;0+800;0+900;2056,67945421000;Jalan Lokal Primer;baik;beton;6
KALIGUNTING;880;0+900;1+000;2056,67945421000;Jalan Lokal Primer;sedang;beton;6
KALIGUNTING;881;1+000;1+100;2056,67945421000;Jalan Lokal Primer;RR;beton;6
KALIGUNTING;882;1+100;1+200;2056,67945421000;Jalan Lokal Primer;RB;beton;6
KALIGUNTING;883;1+200;1+300;2056,67945421000;Jalan Lokal Primer;baik;beton;6
KALIGUNTING;884;1+300;1+400;2056,67945421000;Jalan Lokal Primer;sedang;beton;6
KALIGUNTING;885;1+400;1+500;2056,67945421000;Jalan Lokal Primer;RR;beton;6
KALIGUNTING;886;1+500;1+600;2056,67945421000;Jalan Lokal Primer;RB;beton;6
KALIGUNTING;887;1+600;1+700;2056,67945421000;Jalan Lokal Primer;baik;beton;6
KALIGUNTING;888;1+700;1+800;2056,67945421000;Jalan Lokal Primer;sedang;beton;6
KALIGUNTING;889;1+800;1+900;2056,67945421000;Jalan Lokal Primer;RR;beton;6
KALIGUNTING;890;2+000;2+056;2056,67945421000;Jalan Lokal Primer;RB;beton;6
KALIGUNTING;891;1+900;2+000;2056,67945421000;Jalan Lokal Primer;baik;beton;6
KARANGREJO;410;0+000;0+100;671,98798766500;Jalan Lokal Primer;sedang;beton;6
KARANGREJO;411;0+100;0+200;671,98798766500;Jalan Lokal Primer;RR;beton;6
KARANGREJO;412;0+200;0+300;671,98798766500;Jalan Lokal Primer;RB;beton;6
KARANGREJO;413;0+300;0+400;671,98798766500;Jalan Lokal Primer;baik;beton;6
KARANGREJO;414;0+400;0+500;671,98798766500;Jalan Lokal Primer;sedang;beton;6
KARANGREJO;415;0+500;0+600;671,98798766500;Jalan Lokal Primer;RR;beton;6
KARANGREJO;416;0+600;0+671;671,98798766500;Jalan Lokal Primer;RB;beton;6
KEBONAGUNG;892;0+000;0+100;844,06975299100;Jalan Lokal Primer;baik;beton;6
KEBONAGUNG;893;0+100;0+200;844,06975299100;Jalan Lokal Primer;sedang;beton;6
KEBONAGUNG;894;0+200;0+300;844,06975299100;Jalan Lokal Primer;RR;beton;6
KEBONAGUNG;895;0+300;0+400;844,06975299100;Jalan Lokal Primer;RB;beton;6
KEBONAGUNG;896;0+400;0+500;844,06975299100;Jalan Lokal Primer;baik;beton;6
KEBONAGUNG;897;0+500;0+600;844,06975299100;Jalan Lokal Primer;sedang;beton;6
KEBONAGUNG;898;0+600;0+700;844,06975299100;Jalan Lokal Primer;RR;beton;6
KEBONAGUNG;899;0+700;0+800;844,06975299100;Jalan Lokal Primer;RB;beton;6
KEBONAGUNG;900;0+800;0+844;844,06975299100;Jalan Lokal Primer;baik;beton;6
KEBONAGUNG;1224;0+000;0+100;1173,62848123000;Jalan Lokal Primer;sedang;beton;6
KEBONAGUNG;1225;0+100;0+200;1173,62848123000;Jalan Lokal Primer;RR;beton;6
KEBONAGUNG;1226;0+200;0+300;1173,62848123000;Jalan Lokal Primer;RB;beton;6
KEBONAGUNG;1227;0+300;0+400;1173,62848123000;Jalan Lokal Primer;baik;beton;6
KEBONAGUNG;1228;0+400;0+500;1173,62848123000;Jalan Lokal Primer;sedang;beton;6
KEBONAGUNG;1229;0+500;0+600;1173,62848123000;Jalan Lokal Primer;RR;beton;6
KEBONAGUNG;1230;0+600;0+700;1173,62848123000;Jalan Lokal Primer;RB;beton;6
KEBONAGUNG;1231;0+700;0+800;1173,62848123000;Jalan Lokal Primer;baik;beton;6
KEBONAGUNG;1232;0+800;0+900;1173,62848123000;Jalan Lokal Primer;sedang;beton;6
KEBONAGUNG;1233;0+900;1+000;1173,62848123000;Jalan Lokal Primer;RR;beton;6
KEBONAGUNG;1234;1+000;1+100;1173,62848123000;Jalan Lokal Primer;RB;beton;6
KEBONAGUNG;1235;1+100;1+173;1173,62848123000;Jalan Lokal Primer;baik;beton;6
KEDONDONG;843;0+000;0+100;1513,99110091000;Jalan Lokal Primer;sedang;beton;6
KEDONDONG;844;0+100;0+200;1513,99110091000;Jalan Lokal Primer;RR;beton;6
KEDONDONG;845;0+200;0+300;1513,99110091000;Jalan Lokal Primer;RB;beton;6
KEDONDONG;846;0+300;0+400;1513,99110091000;Jalan Lokal Primer;baik;beton;6
KEDONDONG;847;0+400;0+500;1513,99110091000;Jalan Lokal Primer;sedang;beton;6
KEDONDONG;848;0+500;0+600;1513,99110091000;Jalan Lokal Primer;RR;beton;6
KEDONDONG;849;0+600;0+700;1513,99110091000;Jalan Lokal Primer;RB;beton;6
KEDONDONG;850;0+700;0+800;1513,99110091000;Jalan Lokal Primer;baik;beton;6
KEDONDONG;851;0+800;0+900;1513,99110091000;Jalan Lokal Primer;sedang;beton;6
KEDONDONG;852;0+900;1+000;1513,99110091000;Jalan Lokal Primer;RR;beton;6
KEDONDONG;853;1+000;1+100;1513,99110091000;Jalan Lokal Primer;RB;beton;6
KEDONDONG;854;1+100;1+200;1513,99110091000;Jalan Lokal Primer;baik;beton;6
KEDONDONG;855;1+200;1+300;1513,99110091000;Jalan Lokal Primer;sedang;beton;6
KEDONDONG;856;1+300;1+400;1513,99110091000;Jalan Lokal Primer;RR;beton;6
KEDONDONG;857;1+400;1+500;1513,99110091000;Jalan Lokal Primer;RB;beton;6
KEDONDONG;858;1+500;1+513;1513,99110091000;Jalan Lokal Primer;baik;beton;6
KEDUNGJATI;1097;0+000;0+100;2193,60208257000;Jalan Lokal Primer;sedang;beton;6
KEDUNGJATI;1098;0+100;0+200;2193,60208257000;Jalan Lokal Primer;RR;beton;6
KEDUNGJATI;1099;0+200;0+300;2193,60208257000;Jalan Lokal Primer;RB;beton;6
KEDUNGJATI;1100;0+300;0+400;2193,60208257000;Jalan Lokal Primer;baik;beton;6
KEDUNGJATI;1101;0+400;0+500;2193,60208257000;Jalan Lokal Primer;sedang;beton;6
KEDUNGJATI;1102;0+500;0+600;2193,60208257000;Jalan Lokal Primer;RR;beton;6
KEDUNGJATI;1103;0+600;0+700;2193,60208257000;Jalan Lokal Primer;RB;beton;6
KEDUNGJATI;1104;0+700;0+800;2193,60208257000;Jalan Lokal Primer;baik;beton;6
KEDUNGJATI;1105;0+800;0+900;2193,60208257000;Jalan Lokal Primer;sedang;beton;6
KEDUNGJATI;1106;0+900;1+000;2193,60208257000;Jalan Lokal Primer;RR;beton;6
KEDUNGJATI;1107;1+000;1+100;2193,60208257000;Jalan Lokal Primer;RB;beton;6
KEDUNGJATI;1108;1+100;1+200;2193,60208257000;Jalan Lokal Primer;baik;beton;6
KEDUNGJATI;1109;1+200;1+300;2193,60208257000;Jalan Lokal Primer;sedang;beton;6
KEDUNGJATI;1110;1+300;1+400;2193,60208257000;Jalan Lokal Primer;RR;beton;6
KEDUNGJATI;1111;1+400;1+500;2193,60208257000;Jalan Lokal Primer;RB;beton;6
KEDUNGJATI;1112;1+500;1+600;2193,60208257000;Jalan Lokal Primer;baik;beton;6
KEDUNGJATI;1113;1+600;1+700;2193,60208257000;Jalan Lokal Primer;sedang;beton;6
KEDUNGJATI;1114;1+700;1+800;2193,60208257000;Jalan Lokal Primer;RR;beton;6
KEDUNGJATI;1115;1+800;1+900;2193,60208257000;Jalan Lokal Primer;RB;beton;6
KEDUNGJATI;1116;1+900;2+000;2193,60208257000;Jalan Lokal Primer;baik;beton;6
KEDUNGJATI;1117;2+000;2+100;2193,60208257000;Jalan Lokal Primer;sedang;beton;6
KEDUNGJATI;1118;2+100;2+193;2193,60208257000;Jalan Lokal Primer;RR;beton;6
KEPET;322;0+000;0+100;1355,28009304000;Jalan Lokal Primer;RB;beton;6
KEPET;323;0+100;0+200;1355,28009304000;Jalan Lokal Primer;baik;beton;6
KEPET;324;0+200;0+300;1355,28009304000;Jalan Lokal Primer;sedang;beton;6
KEPET;325;0+300;0+400;1355,28009304000;Jalan Lokal Primer;RR;beton;6
KEPET;326;0+400;0+500;1355,28009304000;Jalan Lokal Primer;RB;beton;6
KEPET;327;0+500;0+600;1355,28009304000;Jalan Lokal Primer;baik;beton;6
KEPET;328;0+600;0+700;1355,28009304000;Jalan Lokal Primer;sedang;beton;6
KEPET;329;0+700;0+800;1355,28009304000;Jalan Lokal Primer;RR;beton;6
KEPET;330;0+800;0+900;1355,28009304000;Jalan Lokal Primer;RB;beton;6
KEPET;331;0+900;1+000;1355,28009304000;Jalan Lokal Primer;baik;beton;6
KEPET;332;1+000;1+100;1355,28009304000;Jalan Lokal Primer;sedang;beton;6
KEPET;333;1+100;1+200;1355,28009304000;Jalan Lokal Primer;RR;beton;6
KEPET;334;1+200;1+300;1355,28009304000;Jalan Lokal Primer;RB;beton;6
KEPET;335;1+300;1+355;1355,28009304000;Jalan Lokal Primer;baik;beton;6
KERTOSARI;107;0+000;0+100;599,53853768600;Jalan Lokal Primer;baik;beton;6
KERTOSARI;108;0+100;0+200;599,53853768600;Jalan Lokal Primer;sedang;beton;6
KERTOSARI;109;0+200;0+300;599,53853768600;Jalan Lokal Primer;RR;beton;6
KERTOSARI;110;0+300;0+400;599,53853768600;Jalan Lokal Primer;RB;beton;6
KERTOSARI;111;0+400;0+500;599,53853768600;Jalan Lokal Primer;baik;beton;6
KERTOSARI;112;0+500;0+599;599,53853768600;Jalan Lokal Primer;baik;beton;6
KETANDAN;256;0+000;0+100;3122,78383300000;Jalan Lokal Primer;sedang;beton;6
KETANDAN;257;0+100;0+200;3122,78383300000;Jalan Lokal Primer;RR;beton;6
KETANDAN;258;0+200;0+300;3122,78383300000;Jalan Lokal Primer;RB;beton;6
KETANDAN;259;0+300;0+400;3122,78383300000;Jalan Lokal Primer;baik;beton;6
KETANDAN;260;0+400;0+500;3122,78383300000;Jalan Lokal Primer;baik;beton;6
KETANDAN;261;0+500;0+600;3122,78383300000;Jalan Lokal Primer;sedang;beton;6
KETANDAN;262;0+600;0+700;3122,78383300000;Jalan Lokal Primer;RR;beton;6
KETANDAN;263;0+700;0+800;3122,78383300000;Jalan Lokal Primer;RB;beton;6
KETANDAN;264;0+800;0+900;3122,78383300000;Jalan Lokal Primer;baik;beton;6
KETANDAN;265;0+900;1+000;3122,78383300000;Jalan Lokal Primer;baik;beton;6
KETANDAN;266;1+000;1+100;3122,78383300000;Jalan Lokal Primer;sedang;beton;6
KETANDAN;267;1+100;1+200;3122,78383300000;Jalan Lokal Primer;RR;beton;6
KETANDAN;268;1+200;1+300;3122,78383300000;Jalan Lokal Primer;RB;beton;6
KETANDAN;269;1+300;1+400;3122,78383300000;Jalan Lokal Primer;baik;beton;6
KETANDAN;270;1+400;1+500;3122,78383300000;Jalan Lokal Primer;baik;beton;6
KETANDAN;271;1+500;1+600;3122,78383300000;Jalan Lokal Primer;sedang;beton;6
KETANDAN;272;1+600;1+700;3122,78383300000;Jalan Lokal Primer;RR;beton;6
KETANDAN;273;1+700;1+800;3122,78383300000;Jalan Lokal Primer;RB;beton;6
KETANDAN;274;1+800;1+900;3122,78383300000;Jalan Lokal Primer;baik;beton;6
KETANDAN;275;1+900;2+000;3122,78383300000;Jalan Lokal Primer;baik;beton;6
KETANDAN;276;2+000;2+100;3122,78383300000;Jalan Lokal Primer;sedang;beton;6
KETANDAN;277;2+100;2+200;3122,78383300000;Jalan Lokal Primer;RR;beton;6
KETANDAN;278;2+200;2+300;3122,78383300000;Jalan Lokal Primer;RB;beton;6
KETANDAN;279;2+300;2+400;3122,78383300000;Jalan Lokal Primer;baik;beton;6
KETANDAN;280;2+400;2+500;3122,78383300000;Jalan Lokal Primer;baik;beton;6
KETANDAN;281;2+500;2+600;3122,78383300000;Jalan Lokal Primer;sedang;beton;6
KETANDAN;282;2+600;2+700;3122,78383300000;Jalan Lokal Primer;RR;beton;6
KETANDAN;283;2+700;2+800;3122,78383300000;Jalan Lokal Primer;RB;beton;6
KETANDAN;284;2+800;2+900;3122,78383300000;Jalan Lokal Primer;baik;beton;6
KETANDAN;285;2+900;3+000;3122,78383300000;Jalan Lokal Primer;baik;beton;6
