Name;NO;Awal;STA_AWAL;STA_AKHIR;PANJANG;Kondisi;Tipe_Perke;Lebar_STA
DUREN I;56;"111?? 41' 7.493"" E";0+900;0+912;921,07463577900;RB;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";0+000;0+100;1599,03896441000;baik;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";0+100;0+200;1599,03896441000;sedang;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";0+200;0+300;1599,03896441000;RR;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";0+300;0+400;1599,03896441000;RB;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";0+400;0+500;1599,03896441000;baik;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";0+500;0+600;1599,03896441000;sedang;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";0+600;0+700;1599,03896441000;RR;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";0+700;0+800;1599,03896441000;RB;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";0+800;0+900;1599,03896441000;baik;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";0+900;1+000;1599,03896441000;sedang;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";1+000;1+100;1599,03896441000;RR;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";1+100;1+200;1599,03896441000;RB;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";1+200;1+300;1599,03896441000;baik;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";1+300;1+400;1599,03896441000;sedang;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";1+400;1+500;1599,03896441000;RR;aspal;6
DUREN II;57;"111?? 41' 8.652"" E";1+500;1+599;1599,03896441000;RB;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";0+000;0+100;1724,81797066000;baik;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";0+100;0+200;1724,81797066000;sedang;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";0+200;0+300;1724,81797066000;RR;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";0+300;0+400;1724,81797066000;RB;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";0+400;0+500;1724,81797066000;baik;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";0+500;0+600;1724,81797066000;sedang;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";0+600;0+700;1724,81797066000;RR;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";0+700;0+800;1724,81797066000;RB;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";0+800;0+900;1724,81797066000;baik;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";0+900;1+000;1724,81797066000;sedang;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";1+000;1+100;1724,81797066000;RR;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";1+100;1+200;1724,81797066000;RB;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";1+200;1+300;1724,81797066000;baik;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";1+300;1+400;1724,81797066000;sedang;aspal;6
DURENAN I;41;"111?? 44' 40.141"" E";1+400;1+500;1724,81797066000;RR;beton;6
DURENAN I;41;"111?? 44' 40.141"" E";1+500;1+600;1724,81797066000;RB;beton;6
DURENAN I;41;"111?? 44' 40.141"" E";1+600;1+700;1724,81797066000;baik;beton;6
DURENAN I;41;"111?? 44' 40.141"" E";1+700;1+724;1724,81797066000;sedang;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";0+000;0+100;1438,79413866000;RR;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";0+100;0+200;1438,79413866000;RB;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";0+200;0+300;1438,79413866000;baik;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";0+300;0+400;1438,79413866000;sedang;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";0+400;0+500;1438,79413866000;RR;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";0+500;0+600;1438,79413866000;RB;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";0+600;0+700;1438,79413866000;baik;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";0+700;0+800;1438,79413866000;sedang;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";0+800;0+900;1438,79413866000;RR;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";0+900;1+000;1438,79413866000;RB;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";1+000;1+100;1438,79413866000;baik;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";1+100;1+200;1438,79413866000;sedang;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";1+200;1+300;1438,79413866000;RR;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";1+300;1+400;1438,79413866000;RB;beton;6
DURENAN II;42;"111?? 44' 17.457"" E";1+400;1+438;1438,79413866000;baik;beton;6
GADING;78;"111?? 35' 22.961"" E";0+000;0+100;1831,74033465000;sedang;beton;6
GADING;78;"111?? 35' 22.961"" E";0+100;0+200;1831,74033465000;RR;beton;6
GADING;78;"111?? 35' 22.961"" E";0+200;0+300;1831,74033465000;RB;beton;6
GADING;78;"111?? 35' 22.961"" E";0+300;0+400;1831,74033465000;baik;beton;6
GADING;78;"111?? 35' 22.961"" E";0+400;0+500;1831,74033465000;sedang;beton;6
GADING;78;"111?? 35' 22.961"" E";0+500;0+600;1831,74033465000;RR;beton;6
GADING;78;"111?? 35' 22.961"" E";0+600;0+700;1831,74033465000;RB;beton;6
GADING;78;"111?? 35' 22.961"" E";0+700;0+800;1831,74033465000;baik;beton;6
GADING;78;"111?? 35' 22.961"" E";0+800;0+900;1831,74033465000;sedang;beton;6
GADING;78;"111?? 35' 22.961"" E";0+900;1+000;1831,74033465000;RR;beton;6
GADING;78;"111?? 35' 22.961"" E";1+000;1+100;1831,74033465000;RB;beton;6
GADING;78;"111?? 35' 22.961"" E";1+100;1+200;1831,74033465000;baik;beton;6
GADING;78;"111?? 35' 22.961"" E";1+200;1+300;1831,74033465000;sedang;beton;6
GADING;78;"111?? 35' 22.961"" E";1+300;1+400;1831,74033465000;RR;beton;6
GADING;78;"111?? 35' 22.961"" E";1+400;1+500;1831,74033465000;RB;beton;6
GADING;78;"111?? 35' 22.961"" E";1+500;1+600;1831,74033465000;baik;beton;6
GADING;78;"111?? 35' 22.961"" E";1+600;1+700;1831,74033465000;sedang;beton;6
GADING;78;"111?? 35' 22.961"" E";1+700;1+800;1831,74033465000;RR;beton;6
GADING;78;"111?? 35' 22.961"" E";1+800;1+831;1831,74033465000;RB;beton;6
GANDUL;55;"111?? 38' 52.907"" E";0+000;0+100;1989,87877603000;baik;beton;6
GANDUL;55;"111?? 38' 52.907"" E";0+100;0+200;1989,87877603000;sedang;beton;6
GANDUL;55;"111?? 38' 52.907"" E";0+200;0+300;1989,87877603000;RR;beton;6
GANDUL;55;"111?? 38' 52.907"" E";0+300;0+400;1989,87877603000;RB;beton;6
GANDUL;55;"111?? 38' 52.907"" E";0+400;0+500;1989,87877603000;baik;beton;6
GANDUL;55;"111?? 38' 52.907"" E";0+500;0+600;1989,87877603000;sedang;beton;6
GANDUL;55;"111?? 38' 52.907"" E";0+600;0+700;1989,87877603000;RR;beton;6
GANDUL;55;"111?? 38' 52.907"" E";0+700;0+800;1989,87877603000;RB;beton;6
GANDUL;55;"111?? 38' 52.907"" E";0+800;0+900;1989,87877603000;baik;beton;6
GANDUL;55;"111?? 38' 52.907"" E";0+900;1+000;1989,87877603000;sedang;beton;6
GANDUL;55;"111?? 38' 52.907"" E";1+000;1+100;1989,87877603000;RR;beton;6
GANDUL;55;"111?? 38' 52.907"" E";1+100;1+200;1989,87877603000;RB;beton;6
GANDUL;55;"111?? 38' 52.907"" E";1+200;1+300;1989,87877603000;baik;beton;6
GANDUL;55;"111?? 38' 52.907"" E";1+300;1+400;1989,87877603000;sedang;beton;6
GANDUL;55;"111?? 38' 52.907"" E";1+400;1+500;1989,87877603000;RR;beton;6
GANDUL;55;"111?? 38' 52.907"" E";1+500;1+600;1989,87877603000;RB;beton;6
GANDUL;55;"111?? 38' 52.907"" E";1+600;1+700;1989,87877603000;baik;beton;6
GANDUL;55;"111?? 38' 52.907"" E";1+700;1+800;1989,87877603000;sedang;beton;6
GANDUL;55;"111?? 38' 52.907"" E";1+800;1+900;1989,87877603000;RR;beton;6
GANDUL;55;"111?? 38' 52.907"" E";1+900;1+989;1989,87877603000;RB;beton;6
GARON;80;"111?? 32' 54.705"" E";0+000;0+100;1530,03250839000;baik;beton;6
GARON;80;"111?? 32' 54.705"" E";0+100;0+200;1530,03250839000;sedang;beton;6
GARON;80;"111?? 32' 54.705"" E";0+200;0+300;1530,03250839000;RR;beton;6
GARON;80;"111?? 32' 54.705"" E";0+300;0+400;1530,03250839000;RB;beton;6
GARON;80;"111?? 32' 54.705"" E";0+400;0+500;1530,03250839000;baik;beton;6
GARON;80;"111?? 32' 54.705"" E";0+500;0+600;1530,03250839000;sedang;beton;6
GARON;80;"111?? 32' 54.705"" E";0+600;0+700;1530,03250839000;RR;beton;6
GARON;80;"111?? 32' 54.705"" E";0+700;0+800;1530,03250839000;RB;beton;6
GARON;80;"111?? 32' 54.705"" E";0+800;0+900;1530,03250839000;baik;beton;6
GARON;80;"111?? 32' 54.705"" E";0+900;1+000;1530,03250839000;sedang;beton;6
GARON;80;"111?? 32' 54.705"" E";1+000;1+100;1530,03250839000;RR;beton;6
GARON;80;"111?? 32' 54.705"" E";1+100;1+200;1530,03250839000;RB;beton;6
GARON;80;"111?? 32' 54.705"" E";1+200;1+300;1530,03250839000;baik;beton;6
GARON;80;"111?? 32' 54.705"" E";1+300;1+400;1530,03250839000;sedang;beton;6
GARON;80;"111?? 32' 54.705"" E";1+400;1+500;1530,03250839000;RR;beton;6
GARON;80;"111?? 32' 54.705"" E";1+500;1+530;1530,03250839000;RB;beton;6
GEGER;8;"111?? 32' 19.491"" E";0+000;0+100;784,99704436400;baik;beton;6
GEGER;8;"111?? 32' 19.491"" E";0+100;0+200;784,99704436400;sedang;beton;6
GEGER;8;"111?? 32' 19.491"" E";0+200;0+300;784,99704436400;RR;beton;6
GEGER;8;"111?? 32' 19.491"" E";0+300;0+400;784,99704436400;RB;beton;6
GEGER;8;"111?? 32' 19.491"" E";0+400;0+500;784,99704436400;baik;beton;6
GEGER;8;"111?? 32' 19.491"" E";0+500;0+600;784,99704436400;sedang;beton;6
GEGER;8;"111?? 32' 19.491"" E";0+600;0+700;784,99704436400;RR;beton;6
GEGER;8;"111?? 32' 19.491"" E";0+700;0+784;784,99704436400;RB;beton;6
GROBOGAN;101;"111?? 29' 3.056"" E";0+000;0+100;751,74012790700;baik;beton;6
GROBOGAN;101;"111?? 29' 3.056"" E";0+100;0+200;751,74012790700;sedang;beton;6
GROBOGAN;101;"111?? 29' 3.056"" E";0+200;0+300;751,74012790700;RR;beton;6
GROBOGAN;101;"111?? 29' 3.056"" E";0+300;0+400;751,74012790700;RB;beton;6
GROBOGAN;101;"111?? 29' 3.056"" E";0+400;0+500;751,74012790700;baik;beton;6
GROBOGAN;101;"111?? 29' 3.056"" E";0+500;0+600;751,74012790700;sedang;beton;6
GROBOGAN;101;"111?? 29' 3.056"" E";0+600;0+700;751,74012790700;RR;beton;6
GROBOGAN;101;"111?? 29' 3.056"" E";0+700;0+751;751,74012790700;RB;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";0+000;0+100;1206,50277613000;baik;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";0+100;0+200;1206,50277613000;sedang;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";0+200;0+300;1206,50277613000;RR;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";0+300;0+400;1206,50277613000;RB;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";0+400;0+500;1206,50277613000;baik;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";0+500;0+600;1206,50277613000;sedang;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";0+600;0+700;1206,50277613000;RR;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";0+700;0+800;1206,50277613000;RB;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";0+800;0+900;1206,50277613000;baik;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";0+900;1+000;1206,50277613000;sedang;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";1+000;1+100;1206,50277613000;RR;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";1+100;1+200;1206,50277613000;RB;beton;6
JERUK GULUNG;81;"111?? 36' 18.098"" E";1+200;1+200;1206,50277613000;baik;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";0+000;0+100;1743,95033786000;sedang;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";0+100;0+200;1743,95033786000;RR;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";0+200;0+300;1743,95033786000;RB;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";0+300;0+400;1743,95033786000;baik;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";0+400;0+500;1743,95033786000;sedang;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";0+500;0+600;1743,95033786000;RR;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";0+600;0+700;1743,95033786000;RB;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";0+700;0+800;1743,95033786000;baik;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";0+800;0+900;1743,95033786000;sedang;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";0+900;1+000;1743,95033786000;RR;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";1+000;1+100;1743,95033786000;RB;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";1+100;1+200;1743,95033786000;baik;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";1+200;1+300;1743,95033786000;sedang;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";1+300;1+400;1743,95033786000;RR;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";1+400;1+500;1743,95033786000;RB;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";1+500;1+600;1743,95033786000;baik;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";1+600;1+700;1743,95033786000;sedang;beton;6
JOGODAYUH;11;"111?? 31' 31.957"" E";1+700;1+743;1743,95033786000;RR;beton;6
JOHO;26;"111?? 33' 31.194"" E";0+000;0+100;1570,64467764000;RB;beton;6
JOHO;26;"111?? 33' 31.194"" E";0+100;0+200;1570,64467764000;baik;beton;6
JOHO;26;"111?? 33' 31.194"" E";0+200;0+300;1570,64467764000;sedang;beton;6
JOHO;26;"111?? 33' 31.194"" E";0+300;0+400;1570,64467764000;RR;beton;6
JOHO;26;"111?? 33' 31.194"" E";0+400;0+500;1570,64467764000;RB;beton;6
JOHO;26;"111?? 33' 31.194"" E";0+500;0+600;1570,64467764000;baik;beton;6
JOHO;26;"111?? 33' 31.194"" E";0+600;0+700;1570,64467764000;sedang;beton;6
JOHO;26;"111?? 33' 31.194"" E";0+700;0+800;1570,64467764000;RR;beton;6
JOHO;26;"111?? 33' 31.194"" E";0+800;0+900;1570,64467764000;RB;beton;6
JOHO;26;"111?? 33' 31.194"" E";0+900;1+000;1570,64467764000;baik;beton;6
JOHO;26;"111?? 33' 31.194"" E";1+000;1+100;1570,64467764000;sedang;beton;6
JOHO;26;"111?? 33' 31.194"" E";1+100;1+200;1570,64467764000;RR;beton;6
JOHO;26;"111?? 33' 31.194"" E";1+200;1+300;1570,64467764000;RB;beton;6
JOHO;26;"111?? 33' 31.194"" E";1+300;1+400;1570,64467764000;baik;beton;6
JOHO;26;"111?? 33' 31.194"" E";1+400;1+500;1570,64467764000;sedang;beton;6
JOHO;26;"111?? 33' 31.194"" E";1+500;1+570;1570,64467764000;RR;beton;6
KAJANG;100;"111?? 32' 34.136"" E";0+300;0+400;492,94592129600;RB;beton;6
KAJANG;100;"111?? 32' 34.136"" E";0+000;0+100;492,94592129600;baik;beton;6
KAJANG;100;"111?? 32' 34.136"" E";0+100;0+200;492,94592129600;sedang;beton;6
KAJANG;100;"111?? 32' 34.136"" E";0+200;0+300;492,94592129600;RR;beton;6
KAJANG;100;"111?? 32' 34.136"" E";0+400;0+400;492,94592129600;RB;beton;6
KALIABU;60;"111?? 38' 47.864"" E";0+000;0+100;1165,34913192000;baik;beton;6
KALIABU;60;"111?? 38' 47.864"" E";0+100;0+200;1165,34913192000;sedang;beton;6
KALIABU;60;"111?? 38' 47.864"" E";0+200;0+300;1165,34913192000;RR;beton;6
KALIABU;60;"111?? 38' 47.864"" E";0+300;0+400;1165,34913192000;RB;beton;6
KALIABU;60;"111?? 38' 47.864"" E";0+400;0+500;1165,34913192000;baik;beton;6
KALIABU;60;"111?? 38' 47.864"" E";0+500;0+600;1165,34913192000;sedang;beton;6
KALIABU;60;"111?? 38' 47.864"" E";0+600;0+700;1165,34913192000;RR;beton;6
KALIABU;60;"111?? 38' 47.864"" E";0+700;0+800;1165,34913192000;RB;beton;6
KALIABU;60;"111?? 38' 47.864"" E";0+800;0+900;1165,34913192000;baik;beton;6
KALIABU;60;"111?? 38' 47.864"" E";0+900;1+000;1165,34913192000;sedang;beton;6
KALIABU;60;"111?? 38' 47.864"" E";1+000;1+100;1165,34913192000;RR;beton;6
KALIABU;60;"111?? 38' 47.864"" E";1+100;1+165;1165,34913192000;RB;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";0+000;0+100;2056,67945421000;baik;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";0+100;0+200;2056,67945421000;sedang;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";0+200;0+300;2056,67945421000;RR;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";0+300;0+400;2056,67945421000;RB;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";0+400;0+500;2056,67945421000;baik;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";0+500;0+600;2056,67945421000;sedang;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";0+600;0+700;2056,67945421000;RR;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";0+700;0+800;2056,67945421000;RB;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";0+800;0+900;2056,67945421000;baik;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";0+900;1+000;2056,67945421000;sedang;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";1+000;1+100;2056,67945421000;RR;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";1+100;1+200;2056,67945421000;RB;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";1+200;1+300;2056,67945421000;baik;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";1+300;1+400;2056,67945421000;sedang;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";1+400;1+500;2056,67945421000;RR;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";1+500;1+600;2056,67945421000;RB;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";1+600;1+700;2056,67945421000;baik;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";1+700;1+800;2056,67945421000;sedang;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";1+800;1+900;2056,67945421000;RR;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";2+000;2+056;2056,67945421000;RB;beton;6
KALIGUNTING;61;"111?? 40' 31.938"" E";1+900;2+000;2056,67945421000;baik;beton;6
KARANGREJO;34;"111?? 35' 2.151"" E";0+000;0+100;671,98798766500;sedang;beton;6
KARANGREJO;34;"111?? 35' 2.151"" E";0+100;0+200;671,98798766500;RR;beton;6
KARANGREJO;34;"111?? 35' 2.151"" E";0+200;0+300;671,98798766500;RB;beton;6
KARANGREJO;34;"111?? 35' 2.151"" E";0+300;0+400;671,98798766500;baik;beton;6
KARANGREJO;34;"111?? 35' 2.151"" E";0+400;0+500;671,98798766500;sedang;beton;6
KARANGREJO;34;"111?? 35' 2.151"" E";0+500;0+600;671,98798766500;RR;beton;6
KARANGREJO;34;"111?? 35' 2.151"" E";0+600;0+671;671,98798766500;RB;beton;6
KEBONAGUNG;62;"111?? 41' 9.052"" E";0+000;0+100;844,06975299100;baik;beton;6
KEBONAGUNG;62;"111?? 41' 9.052"" E";0+100;0+200;844,06975299100;sedang;beton;6
KEBONAGUNG;62;"111?? 41' 9.052"" E";0+200;0+300;844,06975299100;RR;beton;6
KEBONAGUNG;62;"111?? 41' 9.052"" E";0+300;0+400;844,06975299100;RB;beton;6
KEBONAGUNG;62;"111?? 41' 9.052"" E";0+400;0+500;844,06975299100;baik;beton;6
KEBONAGUNG;62;"111?? 41' 9.052"" E";0+500;0+600;844,06975299100;sedang;beton;6
KEBONAGUNG;62;"111?? 41' 9.052"" E";0+600;0+700;844,06975299100;RR;beton;6
KEBONAGUNG;62;"111?? 41' 9.052"" E";0+700;0+800;844,06975299100;RB;beton;6
KEBONAGUNG;62;"111?? 41' 9.052"" E";0+800;0+844;844,06975299100;baik;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";0+000;0+100;1173,62848123000;sedang;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";0+100;0+200;1173,62848123000;RR;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";0+200;0+300;1173,62848123000;RB;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";0+300;0+400;1173,62848123000;baik;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";0+400;0+500;1173,62848123000;sedang;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";0+500;0+600;1173,62848123000;RR;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";0+600;0+700;1173,62848123000;RB;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";0+700;0+800;1173,62848123000;baik;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";0+800;0+900;1173,62848123000;sedang;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";0+900;1+000;1173,62848123000;RR;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";1+000;1+100;1173,62848123000;RB;beton;6
KEBONAGUNG;86;"111?? 35' 37.581"" E";1+100;1+173;1173,62848123000;baik;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";0+000;0+100;1513,99110091000;sedang;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";0+100;0+200;1513,99110091000;RR;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";0+200;0+300;1513,99110091000;RB;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";0+300;0+400;1513,99110091000;baik;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";0+400;0+500;1513,99110091000;sedang;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";0+500;0+600;1513,99110091000;RR;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";0+600;0+700;1513,99110091000;RB;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";0+700;0+800;1513,99110091000;baik;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";0+800;0+900;1513,99110091000;sedang;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";0+900;1+000;1513,99110091000;RR;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";1+000;1+100;1513,99110091000;RB;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";1+100;1+200;1513,99110091000;baik;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";1+200;1+300;1513,99110091000;sedang;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";1+300;1+400;1513,99110091000;RR;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";1+400;1+500;1513,99110091000;RB;beton;6
KEDONDONG;6;"111?? 29' 11.912"" E";1+500;1+513;1513,99110091000;baik;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";0+000;0+100;2193,60208257000;sedang;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";0+100;0+200;2193,60208257000;RR;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";0+200;0+300;2193,60208257000;RB;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";0+300;0+400;2193,60208257000;baik;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";0+400;0+500;2193,60208257000;sedang;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";0+500;0+600;2193,60208257000;RR;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";0+600;0+700;2193,60208257000;RB;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";0+700;0+800;2193,60208257000;baik;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";0+800;0+900;2193,60208257000;sedang;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";0+900;1+000;2193,60208257000;RR;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";1+000;1+100;2193,60208257000;RB;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";1+100;1+200;2193,60208257000;baik;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";1+200;1+300;2193,60208257000;sedang;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";1+300;1+400;2193,60208257000;RR;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";1+400;1+500;2193,60208257000;RB;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";1+500;1+600;2193,60208257000;baik;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";1+600;1+700;2193,60208257000;sedang;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";1+700;1+800;2193,60208257000;RR;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";1+800;1+900;2193,60208257000;RB;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";1+900;2+000;2193,60208257000;baik;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";2+000;2+100;2193,60208257000;sedang;beton;6
KEDUNGJATI;76;"111?? 35' 8.206"" E";2+100;2+193;2193,60208257000;RR;beton;6
KEPET;28;"111?? 33' 10.456"" E";0+000;0+100;1355,28009304000;RB;beton;6
KEPET;28;"111?? 33' 10.456"" E";0+100;0+200;1355,28009304000;baik;beton;6
KEPET;28;"111?? 33' 10.456"" E";0+200;0+300;1355,28009304000;sedang;beton;6
KEPET;28;"111?? 33' 10.456"" E";0+300;0+400;1355,28009304000;RR;beton;6
KEPET;28;"111?? 33' 10.456"" E";0+400;0+500;1355,28009304000;RB;beton;6
KEPET;28;"111?? 33' 10.456"" E";0+500;0+600;1355,28009304000;baik;beton;6
KEPET;28;"111?? 33' 10.456"" E";0+600;0+700;1355,28009304000;sedang;beton;6
KEPET;28;"111?? 33' 10.456"" E";0+700;0+800;1355,28009304000;RR;beton;6
KEPET;28;"111?? 33' 10.456"" E";0+800;0+900;1355,28009304000;RB;beton;6
KEPET;28;"111?? 33' 10.456"" E";0+900;1+000;1355,28009304000;baik;beton;6
KEPET;28;"111?? 33' 10.456"" E";1+000;1+100;1355,28009304000;sedang;beton;6
KEPET;28;"111?? 33' 10.456"" E";1+100;1+200;1355,28009304000;RR;beton;6
KEPET;28;"111?? 33' 10.456"" E";1+200;1+300;1355,28009304000;RB;beton;6
KEPET;28;"111?? 33' 10.456"" E";1+300;1+355;1355,28009304000;baik;beton;6
KERTOSARI;12;"111?? 32' 33.463"" E";0+000;0+100;599,53853768600;baik;beton;6
KERTOSARI;12;"111?? 32' 33.463"" E";0+100;0+200;599,53853768600;sedang;beton;6
